Date,Year,Month,Value,Indicator,Source,Frequency,File,Original_Indicator
2008-09,2008,,4794812.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BLS1110.xls,(b) M3
2009-10,2009,,5599762.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BLS1110.xls,(b) M3
1990-91,1990,,13478.9,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2008-09,2008,,41625.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2009-10,2009,,45076.4,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,3. General Index of Industrial Production (1)
2008-09,2008,,145.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,3. General Index of Industrial Production (1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,3. General Index of Industrial Production (1)
2010-11,2010,,162.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,3. General Index of Industrial Production (1)
1990-91,1990,,1925.4,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,7. Aggregate Deposits (5)
2008-09,2008,,38341.1,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.3,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,7. Aggregate Deposits (5)
2010-11,2010,,52079.7,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,8. Bank Credit (5)
2008-09,2008,,27755.5,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,8. Bank Credit (5)
2009-10,2009,,32447.9,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,8. Bank Credit (5)
2010-11,2010,,39420.8,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,8. Bank Credit (5)
1990-91,1990,,2658.3,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,(b) M3
2008-09,2008,,47947.8,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,(b) M3
2009-10,2009,,56027.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,(b) M3
2010-11,2010,,64994.9,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL090412.xls,(b) M3
1990-91,1990,,13478.9,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2008-09,2008,,41625.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,3. General Index of Industrial Production (1)
2008-09,2008,,145.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,3. General Index of Industrial Production (1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,3. General Index of Industrial Production (1)
2010-11,2010,,165.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,3. General Index of Industrial Production (1)
1990-91,1990,,1925.4,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,7. Aggregate Deposits (5)
2008-09,2008,,38341.1,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.3,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,7. Aggregate Deposits (5)
2010-11,2010,,52079.7,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,8. Bank Credit (5)
2008-09,2008,,27755.5,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,8. Bank Credit (5)
2009-10,2009,,32447.9,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,8. Bank Credit (5)
2010-11,2010,,39420.8,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,8. Bank Credit (5)
1990-91,1990,,2658.3,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,(b) M3
2008-09,2008,,47947.8,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,(b) M3
2009-10,2009,,56027.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,(b) M3
2010-11,2010,,64994.9,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100212.xls,(b) M3
1990-91,1990,,13478.9,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2009-10,2009,,45076.4,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,3. General Index of Industrial Production (1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,3. General Index of Industrial Production (1)
2010-11,2010,,165.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,3. General Index of Industrial Production (1)
2011-12,2011,,170.3,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,3. General Index of Industrial Production (1)
1990-91,1990,,1925.4,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.3,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,7. Aggregate Deposits (5)
2010-11,2010,,52079.7,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,7. Aggregate Deposits (5)
2011-12,2011,,59090.8,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,8. Bank Credit (5)
2009-10,2009,,32447.9,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,8. Bank Credit (5)
2010-11,2010,,39420.8,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,8. Bank Credit (5)
2011-12,2011,,46118.5,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,8. Bank Credit (5)
1990-91,1990,,2658.3,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,(b) M3
2009-10,2009,,56027.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,(b) M3
2010-11,2010,,65041.2,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,(b) M3
2011-12,2011,,73592.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL100912.xls,(b) M3
1990-91,1990,,13478.9,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,1. Gross Domestic Product at  Factor Cost (at 2004-05 prices)
2008-09,2008,,41625.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,1. Gross Domestic Product at  Factor Cost (at 2004-05 prices)
2009-10,2009,,45076.4,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,1. Gross Domestic Product at  Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,3. General Index of Industrial Production(1)
2008-09,2008,,145.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,3. General Index of Industrial Production(1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,3. General Index of Industrial Production(1)
2010-11,2010,,165.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,3. General Index of Industrial Production(1)
1990-91,1990,,1925.4,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,7. Aggregate Deposits (5)
2008-09,2008,,38341.1,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.3,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,7. Aggregate Deposits (5)
2010-11,2010,,52079.7,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,8. Bank Credit (5)
2008-09,2008,,27755.5,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,8. Bank Credit (5)
2009-10,2009,,32447.9,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,8. Bank Credit (5)
2010-11,2010,,39420.8,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,8. Bank Credit (5)
1990-91,1990,,2658.3,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,(b) M3
2008-09,2008,,47947.8,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,(b) M3
2009-10,2009,,56027.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,(b) M3
2010-11,2010,,64994.9,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_BUL120312.xls,(b) M3
1990-91,1990,,1083572.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2007-08,2007,,3893457.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,3. General Index of Industrial Production (1)
2007-08,2007,,268.0,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,3. General Index of Industrial Production (1)
2008-09,2008,,286.1,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,3. General Index of Industrial Production (1)
2009-10,2009,,316.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,3. General Index of Industrial Production (1)
1990-91,1990,,192541.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,7. Aggregate Deposits (5)
2007-08,2007,,3196939.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,7. Aggregate Deposits (5)
2008-09,2008,,3834110.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,7. Aggregate Deposits (5)
2009-10,2009,,4492826.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,7. Aggregate Deposits (5)
1990-91,1990,,116301.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,8. Bank Credit (5)
2007-08,2007,,2361914.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,8. Bank Credit (5)
2008-09,2008,,2775549.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,8. Bank Credit (5)
2009-10,2009,,3244788.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS071210.xls,8. Bank Credit (5)
1990-91,1990,,1083572.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,1. Gross Domestic Productat Factor Cost (at 2004-05 prices)
2007-08,2007,,3898958.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,1. Gross Domestic Productat Factor Cost (at 2004-05 prices)
2008-09,2008,,4162509.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,1. Gross Domestic Productat Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,3. General Index of Industrial Production (1)
2007-08,2007,,277.1,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,3. General Index of Industrial Production (1)
2008-09,2008,,286.1,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,3. General Index of Industrial Production (1)
2009-10,2009,,316.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,3. General Index of Industrial Production (1)
1990-91,1990,,192541.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,7. Aggregate Deposits (5)
2007-08,2007,,3196939.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,7. Aggregate Deposits (5)
2008-09,2008,,3834110.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,7. Aggregate Deposits (5)
2009-10,2009,,4492826.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,7. Aggregate Deposits (5)
1990-91,1990,,116301.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,8. Bank Credit (5)
2007-08,2007,,2361914.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,8. Bank Credit (5)
2008-09,2008,,2775549.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,8. Bank Credit (5)
2009-10,2009,,3244788.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,8. Bank Credit (5)
1990-91,1990,,265828.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,(b) M3
2007-08,2007,,4017883.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,(b) M3
2008-09,2008,,4794812.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,(b) M3
2009-10,2009,,5599762.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS090411.xls,(b) M3
1990-91,1990,,10836.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2008-09,2008,,41625.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,3. General Index of Industrial Production (1)
2008-09,2008,,145.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,3. General Index of Industrial Production (1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,3. General Index of Industrial Production (1)
2010-11,2010,,165.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,3. General Index of Industrial Production (1)
1990-91,1990,,1925.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,7. Aggregate Deposits (5)
2008-09,2008,,38341.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,7. Aggregate Deposits (5)
2010-11,2010,,52080.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,8. Bank Credit (5)
2008-09,2008,,27755.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,8. Bank Credit (5)
2009-10,2009,,32448.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,8. Bank Credit (5)
2010-11,2010,,39421.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,8. Bank Credit (5)
1990-91,1990,,2658.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,(b) M3
2008-09,2008,,47948.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,(b) M3
2009-10,2009,,56027.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,(b) M3
2010-11,2010,,64995.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100112B.xls,(b) M3
1990-91,1990,,1083572.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2008-09,2008,,4162509.0,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,3. General Index of Industrial Production (1)
2008-09,2008,,286.1,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,3. General Index of Industrial Production (1)
2009-10,2009,,316.2,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,3. General Index of Industrial Production (1)
1990-91,1990,,192541.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,7. Aggregate Deposits (5)
2008-09,2008,,3834110.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,7. Aggregate Deposits (5)
2009-10,2009,,4492826.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,7. Aggregate Deposits (5)
2010-11,2010,,5204703.0,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,7. Aggregate Deposits (5)
1990-91,1990,,116301.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,8. Bank Credit (5)
2008-09,2008,,2775549.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,8. Bank Credit (5)
2009-10,2009,,3244788.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,8. Bank Credit (5)
2010-11,2010,,3938659.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,8. Bank Credit (5)
1990-91,1990,,265828.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,(b) M3
2008-09,2008,,4794812.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,(b) M3
2009-10,2009,,5602731.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,(b) M3
2010-11,2010,,6491756.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CS100511.xls,(b) M3
1990-91,1990,,13478.9,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2009-10,2009,,45076.4,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,3. General Index of Industrial Production (1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,3. General Index of Industrial Production (1)
2010-11,2010,,165.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,3. General Index of Industrial Production (1)
2011-12,2011,,170.3,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,3. General Index of Industrial Production (1)
1990-91,1990,,1925.4,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.3,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,7. Aggregate Deposits (5)
2010-11,2010,,52079.7,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,7. Aggregate Deposits (5)
2011-12,2011,,59090.8,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,8. Bank Credit (5)
2009-10,2009,,32447.9,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,8. Bank Credit (5)
2010-11,2010,,39420.8,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,8. Bank Credit (5)
2011-12,2011,,46118.5,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,8. Bank Credit (5)
1990-91,1990,,2658.3,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,(b) M3
2009-10,2009,,56027.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,(b) M3
2010-11,2010,,65041.2,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,(b) M3
2011-12,2011,,73592.0,Money_Supply,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL091112.xls,(b) M3
1990-91,1990,,13478.9,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
2009-10,2009,,45076.4,GDP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,1. Gross Domestic Product at Factor Cost (at 2004-05 prices)
1990-91,1990,,212.6,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,3. General Index of Industrial Production (1)
2009-10,2009,,152.9,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,3. General Index of Industrial Production (1)
2010-11,2010,,165.5,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,3. General Index of Industrial Production (1)
2011-12,2011,,170.3,IIP,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,3. General Index of Industrial Production (1)
1990-91,1990,,1925.4,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,7. Aggregate Deposits (5)
2009-10,2009,,44928.3,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,7. Aggregate Deposits (5)
2010-11,2010,,52079.7,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,7. Aggregate Deposits (5)
2011-12,2011,,59090.8,Deposits,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,7. Aggregate Deposits (5)
1990-91,1990,,1163.0,Credit,RBI_Bulletin_T1_Legacy,Annual,01T_CSBL101212.xls,8. Bank Credit (5)
